Customer_ID,Target_Audience_ID,First_Name,Last_Name,Email,Gender,City,Country,Platform_Name,Age,Buy,Purchase_Num
CUST0074,SEG083,Ronald,Collins,ronald.collins@gmail.com,Female,New York,USA,YouTube,32,1,2
CUST0075,SEG070,Khalid,Ali,khalid.ali@gmail.com,Female,Dubai,UAE,Google,39,1,3
CUST0076,SEG016,Salma,Nour,salma.nour@gmail.com,Female,Rabat,Morocco,Instagram,40,1,3
CUST0077,SEG178,William,Reyes,william.reyes@gmail.com,Female,Los Angeles,USA,Facebook,50,0,0
CUST0078,SEG063,Mark,Evans,mark.evans@gmail.com,Female,Frankfurt,Germany,Google,34,1,4
CUST0079,SEG136,Briana,Adams,briana.adams@gmail.com,Male,Los Angeles,USA,YouTube,56,1,2
CUST0080,SEG174,Philip,Randall,philip.randall@gmail.com,Male,Manchester,UK,YouTube,46,0,0
CUST0081,SEG024,Cheryl,Moore,cheryl.moore@gmail.com,Male,New York,USA,Instagram,49,1,3
CUST0082,SEG082,Michael,Holmes,michael.holmes@gmail.com,Male,London,UK,Google,34,1,1
CUST0083,SEG197,Patrick,Garcia,patrick.garcia@gmail.com,Female,London,UK,Instagram,53,1,3
CUST0084,SEG122,Melissa,Jones,melissa.jones@gmail.com,Female,Birmingham,UK,Facebook,59,1,2
CUST0085,SEG192,Omar,Ahmed,omar.ahmed@gmail.com,Female,Sharjah,UAE,YouTube,31,1,4
CUST0086,SEG065,Michael,Reed,michael.reed@gmail.com,Female,Munich,Germany,Instagram,45,1,5
CUST0087,SEG033,Maxwell,Caldwell,maxwell.caldwell@gmail.com,Male,Los Angeles,USA,Google,37,1,2
CUST0088,SEG097,Nour,Layla,nour.layla@gmail.com,Male,Irbid,Jordan,Instagram,29,0,0
CUST0089,SEG099,Tracey,Reed,tracey.reed@gmail.com,Female,New York,USA,YouTube,39,1,5
CUST0090,SEG055,Lisa,Ferguson,lisa.ferguson@gmail.com,Female,Manchester,UK,Instagram,44,1,1
CUST0091,SEG052,Kathryn,Wilson,kathryn.wilson@gmail.com,Female,Manchester,UK,Facebook,52,1,2
CUST0092,SEG069,Yolanda,Kaufman,yolanda.kaufman@gmail.com,Female,Frankfurt,Germany,YouTube,58,1,3
CUST0093,SEG041,Layla,Khalid,layla.khalid@gmail.com,Male,Rabat,Morocco,Google,50,1,2
CUST0094,SEG014,Nour,Khalid,nour.khalid@gmail.com,Male,Amman,Jordan,YouTube,46,1,2
CUST0095,SEG080,Salma,Omar,salma.omar@gmail.com,Male,Abu Dhabi,UAE,Facebook,29,1,3
CUST0096,SEG020,Youssef,Khalid,youssef.khalid@gmail.com,Male,Irbid,Jordan,YouTube,40,1,2
CUST0097,SEG061,Omar,Ali,omar.ali@gmail.com,Female,Marrakech,Morocco,Instagram,27,1,2
CUST0098,SEG192,Ronnie,Porter,ronnie.porter@gmail.com,Male,Chicago,USA,Google,47,1,1
CUST0099,SEG119,Michelle,Ward,michelle.ward@gmail.com,Female,Los Angeles,USA,Facebook,47,1,4
CUST0100,SEG037,Jodi,Stanton,jodi.stanton@gmail.com,Male,Frankfurt,Germany,Instagram,52,0,0
CUST0101,SEG088,Fatma,Ali,fatma.ali@gmail.com,Female,Sharjah,UAE,YouTube,26,1,3
CUST0102,SEG003,Khalid,Omar,khalid.omar@gmail.com,Male,Zarqa,Jordan,YouTube,23,1,4
CUST0103,SEG167,David,Parker,david.parker@gmail.com,Female,Manchester,UK,Google,25,1,5
CUST0104,SEG101,Fatma,Ali,fatma.ali@gmail.com,Female,Casablanca,Morocco,Google,41,1,1
CUST0105,SEG116,Gina,Lopez,gina.lopez@gmail.com,Female,London,UK,Instagram,55,1,1
CUST0106,SEG024,Fatma,Omar,fatma.omar@gmail.com,Male,Jeddah,Saudi Arabia,YouTube,23,0,0
CUST0107,SEG091,Brittany,Mcintyre,brittany.mcintyre@gmail.com,Male,Los Angeles,USA,Instagram,37,1,4
CUST0108,SEG148,Julie,Mejia,julie.mejia@gmail.com,Female,Marseille,France,Facebook,19,1,5
CUST0109,SEG182,Layla,Layla,layla.layla@gmail.com,Male,Dubai,UAE,Instagram,53,0,0
CUST0110,SEG148,Jennifer,Sanchez,jennifer.sanchez@gmail.com,Male,New York,USA,Facebook,50,1,5
CUST0111,SEG133,Jasmine,Barker,jasmine.barker@gmail.com,Male,Los Angeles,USA,YouTube,32,0,0
CUST0112,SEG002,Salma,Khalid,salma.khalid@gmail.com,Female,Zarqa,Jordan,Google,32,1,5
CUST0113,SEG037,Jared,Fletcher,jared.fletcher@gmail.com,Female,Marseille,France,Instagram,50,0,0
CUST0114,SEG047,Ronald,Jenkins,ronald.jenkins@gmail.com,Female,London,UK,Google,45,1,4
CUST0115,SEG113,Christina,Phillips,christina.phillips@gmail.com,Male,Lyon,France,Instagram,39,1,5
CUST0116,SEG200,Khalid,Fatma,khalid.fatma@gmail.com,Male,Rabat,Morocco,YouTube,21,1,2
CUST0117,SEG175,Mariam,Youssef,mariam.youssef@gmail.com,Female,Amman,Jordan,Instagram,18,1,1
CUST0118,SEG136,Fatma,Salma,fatma.salma@gmail.com,Female,Sharjah,UAE,Instagram,53,1,1
CUST0119,SEG101,Ahmed,Mariam,ahmed.mariam@gmail.com,Male,Marrakech,Morocco,Facebook,60,1,1
CUST0120,SEG057,Youssef,Youssef,youssef.youssef@gmail.com,Female,Zarqa,Jordan,Google,47,1,2
CUST0121,SEG080,Fatma,Nour,fatma.nour@gmail.com,Female,Casablanca,Morocco,Google,49,1,4
CUST0122,SEG149,Rebecca,Newman,rebecca.newman@gmail.com,Male,Marseille,France,Google,41,1,1
CUST0123,SEG104,Tom,Burke,tom.burke@gmail.com,Male,Marseille,France,Facebook,48,1,4
CUST0124,SEG031,Youssef,Ali,youssef.ali@gmail.com,Male,Jeddah,Saudi Arabia,YouTube,37,1,3
CUST0125,SEG027,Courtney,Jones,courtney.jones@gmail.com,Female,Frankfurt,Germany,Google,19,0,0
CUST0126,SEG079,Amanda,Haynes,amanda.haynes@gmail.com,Female,Berlin,Germany,Google,47,1,3
CUST0127,SEG053,Robert,Figueroa,robert.figueroa@gmail.com,Male,Birmingham,UK,YouTube,52,1,5
CUST0128,SEG149,Khalid,Youssef,khalid.youssef@gmail.com,Male,Dammam,Saudi Arabia,Facebook,49,0,0
CUST0129,SEG088,Mariam,Khalid,mariam.khalid@gmail.com,Male,Abu Dhabi,UAE,YouTube,35,1,1
CUST0130,SEG124,Fatma,Khalid,fatma.khalid@gmail.com,Female,Dubai,UAE,YouTube,58,1,2
CUST0131,SEG069,Layla,Mariam,layla.mariam@gmail.com,Female,Marrakech,Morocco,Instagram,58,1,4
CUST0132,SEG158,William,Franklin,william.franklin@gmail.com,Female,Chicago,USA,Google,36,1,2
CUST0133,SEG168,Ahmed,Ahmed,ahmed.ahmed@gmail.com,Male,Riyadh,Saudi Arabia,YouTube,37,1,5
CUST0134,SEG130,Nour,Layla,nour.layla@gmail.com,Female,Dubai,UAE,Google,60,1,5
CUST0135,SEG186,Ali,Ahmed,ali.ahmed@gmail.com,Male,Sharjah,UAE,Instagram,21,1,4
CUST0136,SEG038,Omar,Khalid,omar.khalid@gmail.com,Female,Dubai,UAE,Google,41,1,1
CUST0137,SEG100,Khalid,Fatma,khalid.fatma@gmail.com,Male,Sharjah,UAE,YouTube,56,0,0
CUST0138,SEG088,Ahmed,Fatma,ahmed.fatma@gmail.com,Female,Abu Dhabi,UAE,Google,42,1,4
CUST0139,SEG132,Youssef,Ali,youssef.ali@gmail.com,Female,Dubai,UAE,Facebook,33,1,3
CUST0140,SEG118,Nour,Salma,nour.salma@gmail.com,Female,Zarqa,Jordan,Instagram,20,1,4
CUST0141,SEG132,Fatma,Khalid,fatma.khalid@gmail.com,Female,Jeddah,Saudi Arabia,Instagram,49,1,4
CUST0142,SEG042,Nour,Youssef,nour.youssef@gmail.com,Male,Casablanca,Morocco,Instagram,50,1,1
CUST0143,SEG059,Andrea,Marshall,andrea.marshall@gmail.com,Female,Birmingham,UK,Google,27,1,4
CUST0144,SEG155,Ethan,Smith,ethan.smith@gmail.com,Male,Birmingham,UK,YouTube,58,0,0
CUST0145,SEG187,Ali,Ahmed,ali.ahmed@gmail.com,Female,Abu Dhabi,UAE,Instagram,57,1,2
CUST0146,SEG180,Youssef,Ahmed,youssef.ahmed@gmail.com,Male,Zarqa,Jordan,Instagram,31,0,0
CUST0147,SEG003,Caroline,Goodwin,caroline.goodwin@gmail.com,Male,Munich,Germany,Instagram,48,1,2
CUST0148,SEG186,Gina,Mckenzie,gina.mckenzie@gmail.com,Male,London,UK,YouTube,39,1,3
CUST0149,SEG129,Denise,Morris,denise.morris@gmail.com,Female,Chicago,USA,Instagram,41,0,0
CUST0150,SEG057,Youssef,Youssef,youssef.youssef@gmail.com,Female,Alexandria,Egypt,Facebook,26,1,5
CUST0151,SEG200,Christopher,Ellis,christopher.ellis@gmail.com,Male,Marseille,France,Google,34,1,5
CUST0152,SEG161,Kimberly,Ramsey,kimberly.ramsey@gmail.com,Male,London,UK,Instagram,48,1,2
CUST0153,SEG094,Ernest,Savage,ernest.savage@gmail.com,Male,Paris,France,YouTube,53,0,0
CUST0154,SEG134,Youssef,Fatma,youssef.fatma@gmail.com,Female,Alexandria,Egypt,Google,38,1,3
CUST0155,SEG036,Jamie,Rangel,jamie.rangel@gmail.com,Female,Los Angeles,USA,Google,57,0,0
CUST0156,SEG031,Brian,Smith,brian.smith@gmail.com,Male,Los Angeles,USA,Instagram,28,1,4
CUST0157,SEG056,Cynthia,Armstrong,cynthia.armstrong@gmail.com,Male,London,UK,YouTube,30,1,1
CUST0158,SEG127,Tina,Romero,tina.romero@gmail.com,Male,New York,USA,Google,39,1,2
CUST0159,SEG149,Salma,Mariam,salma.mariam@gmail.com,Female,Zarqa,Jordan,Instagram,50,1,5
CUST0160,SEG087,Richard,Christian,richard.christian@gmail.com,Female,London,UK,Facebook,45,1,1
CUST0161,SEG036,Ahmed,Ali,ahmed.ali@gmail.com,Female,Irbid,Jordan,Instagram,36,1,3
CUST0162,SEG134,Anthony,Martin,anthony.martin@gmail.com,Female,Berlin,Germany,Facebook,37,0,0
CUST0163,SEG024,Fatma,Ahmed,fatma.ahmed@gmail.com,Female,Giza,Egypt,Facebook,47,1,1
CUST0164,SEG187,Jose,Williams,jose.williams@gmail.com,Female,Munich,Germany,Google,41,1,1
CUST0165,SEG188,Andrew,Ortiz,andrew.ortiz@gmail.com,Male,Chicago,USA,Facebook,21,1,4
CUST0166,SEG089,Khalid,Khalid,khalid.khalid@gmail.com,Female,Sharjah,UAE,Facebook,47,1,4
CUST0167,SEG131,David,Richardson,david.richardson@gmail.com,Female,Frankfurt,Germany,Facebook,27,1,4
CUST0168,SEG004,Marie,Macias,marie.macias@gmail.com,Female,Los Angeles,USA,YouTube,30,1,5
CUST0169,SEG125,Layla,Khalid,layla.khalid@gmail.com,Male,Cairo,Egypt,Facebook,47,1,3
CUST0170,SEG043,Mary,Mason,mary.mason@gmail.com,Female,Frankfurt,Germany,Instagram,23,1,3
CUST0171,SEG089,Ahmed,Fatma,ahmed.fatma@gmail.com,Female,Jeddah,Saudi Arabia,Facebook,34,0,0
CUST0172,SEG119,Khalid,Youssef,khalid.youssef@gmail.com,Male,Zarqa,Jordan,YouTube,20,0,0
CUST0173,SEG116,Fatma,Fatma,fatma.fatma@gmail.com,Female,Riyadh,Saudi Arabia,YouTube,23,0,0
CUST0174,SEG197,Omar,Fatma,omar.fatma@gmail.com,Male,Irbid,Jordan,Facebook,57,0,0
CUST0175,SEG091,Matthew,Weber,matthew.weber@gmail.com,Male,Birmingham,UK,Facebook,49,0,0
CUST0176,SEG023,Ali,Salma,ali.salma@gmail.com,Female,Riyadh,Saudi Arabia,Google,56,0,0
CUST0177,SEG197,Jose,Smith,jose.smith@gmail.com,Female,London,UK,Facebook,57,1,2
CUST0178,SEG064,Donald,Cooper,donald.cooper@gmail.com,Female,New York,USA,Google,48,1,5
CUST0179,SEG023,Salma,Ali,salma.ali@gmail.com,Male,Irbid,Jordan,Google,48,1,2
CUST0180,SEG068,Khalid,Salma,khalid.salma@gmail.com,Male,Amman,Jordan,Google,38,0,0
CUST0181,SEG076,Mark,Bennett,mark.bennett@gmail.com,Female,Chicago,USA,Google,41,1,1
CUST0182,SEG068,Tiffany,Thomas,tiffany.thomas@gmail.com,Male,Birmingham,UK,YouTube,58,1,2
CUST0183,SEG085,Nour,Layla,nour.layla@gmail.com,Male,Riyadh,Saudi Arabia,Facebook,24,0,0
CUST0184,SEG070,Scott,Gomez,scott.gomez@gmail.com,Male,Birmingham,UK,YouTube,36,1,5
CUST0185,SEG034,Ashley,Johnson,ashley.johnson@gmail.com,Female,Manchester,UK,Instagram,44,0,0
CUST0186,SEG128,Joanna,Torres,joanna.torres@gmail.com,Male,Los Angeles,USA,YouTube,59,0,0
CUST0187,SEG152,Fatma,Mariam,fatma.mariam@gmail.com,Female,Rabat,Morocco,Instagram,29,1,1
CUST0188,SEG102,Sean,Jones,sean.jones@gmail.com,Female,Birmingham,UK,Facebook,19,1,1
CUST0189,SEG188,Nour,Khalid,nour.khalid@gmail.com,Male,Jeddah,Saudi Arabia,YouTube,59,0,0
CUST0190,SEG107,Brenda,Taylor,brenda.taylor@gmail.com,Female,Munich,Germany,Facebook,51,0,0
CUST0191,SEG075,Brandon,Harris,brandon.harris@gmail.com,Female,Birmingham,UK,YouTube,34,0,0
CUST0192,SEG151,Diane,Sweeney,diane.sweeney@gmail.com,Female,Berlin,Germany,Instagram,55,1,3
CUST0193,SEG072,Ahmed,Khalid,ahmed.khalid@gmail.com,Female,Abu Dhabi,UAE,Google,34,1,3
CUST0194,SEG141,Salma,Fatma,salma.fatma@gmail.com,Male,Riyadh,Saudi Arabia,Facebook,48,0,0
CUST0195,SEG152,Brandon,Gilmore,brandon.gilmore@gmail.com,Male,Manchester,UK,Google,38,1,1
CUST0196,SEG061,Kimberly,Trevino,kimberly.trevino@gmail.com,Male,Lyon,France,YouTube,26,1,2
CUST0197,SEG148,James,Williams,james.williams@gmail.com,Male,Lyon,France,Google,23,1,2
CUST0198,SEG141,Lauren,Nicholson,lauren.nicholson@gmail.com,Female,Manchester,UK,Google,38,0,0
CUST0199,SEG091,Ahmed,Khalid,ahmed.khalid@gmail.com,Female,Rabat,Morocco,Facebook,28,1,1
CUST0200,SEG192,William,Reyes,william.reyes@gmail.com,Female,Munich,Germany,Instagram,46,0,0
CUST0201,SEG183,Ali,Youssef,ali.youssef@gmail.com,Male,Cairo,Egypt,YouTube,25,0,0
CUST0202,SEG068,Tanner,Sullivan,tanner.sullivan@gmail.com,Female,Birmingham,UK,Facebook,48,1,2
CUST0203,SEG180,Evan,Decker,evan.decker@gmail.com,Male,Frankfurt,Germany,Instagram,21,1,4
CUST0204,SEG141,Salma,Mariam,salma.mariam@gmail.com,Female,Cairo,Egypt,YouTube,37,1,3
CUST0205,SEG157,Nour,Omar,nour.omar@gmail.com,Male,Dubai,UAE,YouTube,29,1,4
CUST0206,SEG157,Omar,Fatma,omar.fatma@gmail.com,Female,Riyadh,Saudi Arabia,YouTube,30,1,4
CUST0207,SEG085,Layla,Khalid,layla.khalid@gmail.com,Female,Dubai,UAE,Instagram,27,1,2
CUST0208,SEG128,Sarah,Pruitt,sarah.pruitt@gmail.com,Male,Berlin,Germany,Instagram,50,0,0
CUST0209,SEG005,Layla,Khalid,layla.khalid@gmail.com,Female,Rabat,Morocco,Google,56,1,5
CUST0210,SEG008,John,Brooks,john.brooks@gmail.com,Male,Berlin,Germany,Facebook,53,1,5
CUST0211,SEG071,Youssef,Khalid,youssef.khalid@gmail.com,Male,Giza,Egypt,Instagram,51,1,4
CUST0212,SEG192,Fatma,Ali,fatma.ali@gmail.com,Male,Jeddah,Saudi Arabia,Google,26,1,5
CUST0213,SEG129,Nour,Salma,nour.salma@gmail.com,Female,Rabat,Morocco,YouTube,23,1,3
CUST0214,SEG063,Layla,Salma,layla.salma@gmail.com,Male,Jeddah,Saudi Arabia,Google,19,1,5
CUST0215,SEG016,Khalid,Omar,khalid.omar@gmail.com,Male,Abu Dhabi,UAE,Facebook,28,1,3
CUST0216,SEG153,Jared,Stone,jared.stone@gmail.com,Male,Chicago,USA,Facebook,23,0,0
CUST0217,SEG089,Carl,Stewart,carl.stewart@gmail.com,Male,Manchester,UK,YouTube,52,1,1
CUST0218,SEG013,Fatma,Mariam,fatma.mariam@gmail.com,Female,Jeddah,Saudi Arabia,Instagram,35,1,4
CUST0219,SEG097,Youssef,Nour,youssef.nour@gmail.com,Male,Alexandria,Egypt,Google,19,1,2
CUST0220,SEG045,Youssef,Ahmed,youssef.ahmed@gmail.com,Male,Dammam,Saudi Arabia,Facebook,22,1,4
CUST0221,SEG054,Johnny,Nelson,johnny.nelson@gmail.com,Male,Paris,France,Google,35,1,3
CUST0222,SEG119,Ali,Mariam,ali.mariam@gmail.com,Female,Riyadh,Saudi Arabia,Instagram,42,0,0
CUST0223,SEG084,Teresa,Vargas,teresa.vargas@gmail.com,Female,Chicago,USA,Facebook,42,1,4
CUST0224,SEG132,Salma,Layla,salma.layla@gmail.com,Female,Abu Dhabi,UAE,Instagram,31,1,4
CUST0225,SEG075,Fatma,Salma,fatma.salma@gmail.com,Male,Jeddah,Saudi Arabia,Facebook,23,1,4
CUST0226,SEG175,Layla,Omar,layla.omar@gmail.com,Female,Cairo,Egypt,Instagram,26,0,0
CUST0227,SEG024,Layla,Youssef,layla.youssef@gmail.com,Female,Casablanca,Morocco,Google,48,1,3
CUST0228,SEG168,Mark,Young,mark.young@gmail.com,Female,Frankfurt,Germany,Instagram,38,1,5
CUST0229,SEG125,Tanya,Rose,tanya.rose@gmail.com,Male,Lyon,France,Instagram,45,1,4
CUST0230,SEG148,Dana,Knight,dana.knight@gmail.com,Male,Los Angeles,USA,YouTube,22,1,1
CUST0231,SEG142,Mariam,Mariam,mariam.mariam@gmail.com,Female,Rabat,Morocco,YouTube,29,1,1
CUST0232,SEG027,Mariam,Mariam,mariam.mariam@gmail.com,Male,Dubai,UAE,Google,21,1,4
CUST0233,SEG003,Sarah,Carpenter,sarah.carpenter@gmail.com,Male,Manchester,UK,YouTube,43,1,5
CUST0234,SEG194,Nour,Fatma,nour.fatma@gmail.com,Male,Giza,Egypt,Instagram,42,0,0
CUST0235,SEG172,Patricia,Choi,patricia.choi@gmail.com,Male,Marseille,France,YouTube,35,0,0
CUST0236,SEG178,Khalid,Layla,khalid.layla@gmail.com,Male,Sharjah,UAE,Google,50,1,1
CUST0237,SEG038,Diane,Baker,diane.baker@gmail.com,Male,Paris,France,Facebook,24,1,3
CUST0238,SEG111,Fatma,Layla,fatma.layla@gmail.com,Female,Zarqa,Jordan,YouTube,38,1,5
CUST0239,SEG012,Layla,Ali,layla.ali@gmail.com,Male,Abu Dhabi,UAE,Instagram,52,1,1
CUST0240,SEG060,Marie,Parks,marie.parks@gmail.com,Female,New York,USA,Instagram,23,0,0
CUST0241,SEG148,David,Walker,david.walker@gmail.com,Male,Lyon,France,Facebook,43,0,0
CUST0242,SEG084,Ali,Omar,ali.omar@gmail.com,Male,Rabat,Morocco,YouTube,47,1,5
CUST0243,SEG179,Omar,Ahmed,omar.ahmed@gmail.com,Female,Marrakech,Morocco,YouTube,52,1,1
CUST0244,SEG086,Salma,Nour,salma.nour@gmail.com,Male,Casablanca,Morocco,Instagram,22,1,5
